path,bcs
./cow_dataset/GS_2007_3.jpg,3.25
./cow_dataset/GS_2052_1.jpg,3.25
./cow_dataset/GS_832_6.jpg,3.25
./cow_dataset/GS_2063_5.jpg,3.25
./cow_dataset/GS_3166_5.jpg,3.25
./cow_dataset/R-i1159.jpg,3.25
./cow_dataset/GS_1239_2.jpg,3.25
./cow_dataset/GS_832_7.jpg,3.25
./cow_dataset/GS_852_1.jpg,3.25
./cow_dataset/YM_1610_4.jpg,3.25
./cow_dataset/GS_2242_10.jpg,3.25
./cow_dataset/YM_150_7.jpg,3.25
./cow_dataset/GS_2237_7.jpg,3.25
./cow_dataset/GS_2307_8.jpg,3.25
./cow_dataset/YM_1838_1.jpg,3.25
./cow_dataset/L-i2009.jpg,3.25
./cow_dataset/YM_1369_2.jpg,3.25
./cow_dataset/YM_1857_6.jpg,3.25
./cow_dataset/GS_647_9.jpg,3.25
./cow_dataset/GS_1838_8.jpg,3.25
./cow_dataset/GS_519_2.jpg,3.25
./cow_dataset/L-i5477.jpg,3.25
./cow_dataset/R-i1988.jpg,3.25
./cow_dataset/GS_2096_1.jpg,3.25
./cow_dataset/YM_762_8.jpg,3.25
./cow_dataset/GS_3312_3.jpg,3.25
./cow_dataset/GS_3070_10.jpg,3.25
./cow_dataset/GS_1847_5.jpg,3.25
./cow_dataset/YM_1783_17.jpg,3.25
./cow_dataset/L-i837.jpg,3.25
./cow_dataset/R-i6980.jpg,3.25
./cow_dataset/GS_798_3.jpg,3.25
./cow_dataset/GS_2096_2.jpg,3.25
./cow_dataset/GS_1148_5.jpg,3.25
./cow_dataset/R-i1126.jpg,3.25
./cow_dataset/GS_1218_4.jpg,3.25
./cow_dataset/GS_1168_6.jpg,3.25
./cow_dataset/YM_418_9.jpg,3.25
./cow_dataset/YM_905_9.jpg,3.25
./cow_dataset/GS_568_1.jpg,3.25
./cow_dataset/YM_1001_6.jpg,3.25
./cow_dataset/GS_2278_4.jpg,3.25
./cow_dataset/GS_2809_7.jpg,3.25
./cow_dataset/L-i7374.jpg,3.25
./cow_dataset/GS_920_3.jpg,3.25
./cow_dataset/GS_518_5.jpg,3.25
./cow_dataset/GS_1640_6.jpg,3.25
./cow_dataset/GS_1997_1.jpg,3.25
./cow_dataset/R-i5475.jpg,3.25
./cow_dataset/YM_1686_2.jpg,3.25
./cow_dataset/GS_2136_4.jpg,3.25
./cow_dataset/GS_105_5.jpg,3.25
./cow_dataset/GS_823_2.jpg,3.25
./cow_dataset/GS_927_5.jpg,3.25
./cow_dataset/GS_2172_4.jpg,3.25
./cow_dataset/GS_2052_8.jpg,3.25
./cow_dataset/L-i7369.jpg,3.25
./cow_dataset/GS_3162_13.jpg,3.25
./cow_dataset/GS_2259_9.jpg,3.25
./cow_dataset/YM_1066_5.jpg,3.25
./cow_dataset/GS_3162_3.jpg,3.25
./cow_dataset/YM_1274_6.jpg,3.25
./cow_dataset/YM_1374_6.jpg,3.25
./cow_dataset/GS_852_6.jpg,3.25
./cow_dataset/GS_2066_7.jpg,3.25
./cow_dataset/YM_1189_4.jpg,3.25
./cow_dataset/GS_2121_4.jpg,3.25
./cow_dataset/GS_794_5.jpg,3.25
./cow_dataset/GS_443_12.jpg,3.25
./cow_dataset/GS_1979_8.jpg,3.25
./cow_dataset/GS_1862_2.jpg,3.25
./cow_dataset/YM_1664_4.jpg,3.25
./cow_dataset/GS_680_8.jpg,3.25
./cow_dataset/L-i6889.jpg,3.25
./cow_dataset/YM_315_6.jpg,3.25
./cow_dataset/YM_795_2.jpg,3.25
./cow_dataset/GS_1005_3.jpg,3.25
./cow_dataset/GS_2959_9.jpg,3.25
./cow_dataset/GS_290_2.jpg,3.25
./cow_dataset/GS_805_7.jpg,3.25
./cow_dataset/GS_667_14.jpg,3.25
./cow_dataset/GS_1685_11.jpg,3.25
./cow_dataset/GS_896_2.jpg,3.25
./cow_dataset/GS_2167_8.jpg,3.25
./cow_dataset/YM_1281_4.jpg,3.25
./cow_dataset/GS_656_11.jpg,3.25
./cow_dataset/GS_2070_11.jpg,3.25
./cow_dataset/YM_924_3.jpg,3.25
./cow_dataset/GS_667_13.jpg,3.25
./cow_dataset/GS_862_7.jpg,3.25
./cow_dataset/GS_2102_4.jpg,3.25
./cow_dataset/GS_2362_5.jpg,3.25
./cow_dataset/YM_588_1.jpg,3.25
./cow_dataset/YM_418_11.jpg,3.25
./cow_dataset/YM_1843_9.jpg,3.25
./cow_dataset/GS_2207_6.jpg,3.25
./cow_dataset/GS_879_1.jpg,3.25
./cow_dataset/YM_253_3.jpg,3.25
./cow_dataset/GS_2872_13.jpg,3.25
./cow_dataset/GS_2644_6.jpg,3.25
./cow_dataset/GS_2193_7.jpg,3.25
./cow_dataset/GS_852_4.jpg,3.25
./cow_dataset/L-i598.jpg,3.25
./cow_dataset/GS_2260_6.jpg,3.25
./cow_dataset/GS_2279_3.jpg,3.25
./cow_dataset/GS_3277_5.jpg,3.25
./cow_dataset/GS_1122_3.jpg,3.25
./cow_dataset/GS_2389_4.jpg,3.25
./cow_dataset/YM_287_4.jpg,3.25
./cow_dataset/GS_1892_11.jpg,3.5
./cow_dataset/R-i998.jpg,3.5
./cow_dataset/GS_156_6.jpg,3.5
./cow_dataset/GS_968_6.jpg,3.5
./cow_dataset/GS_1197_11.jpg,3.5
./cow_dataset/GS_2697_7.jpg,3.5
./cow_dataset/L-i1012.jpg,3.5
./cow_dataset/YM_99_3.jpg,3.5
./cow_dataset/GS_2087_1.jpg,3.5
./cow_dataset/YM_506_4.jpg,3.5
./cow_dataset/YM_1607_6.jpg,3.5
./cow_dataset/R-i3127.jpg,3.5
./cow_dataset/GS_926_5.jpg,3.5
./cow_dataset/GS_2328_2.jpg,3.5
./cow_dataset/YM_525_8.jpg,3.5
./cow_dataset/GS_2852_4.jpg,3.5
./cow_dataset/YM_1534_2.jpg,3.5
./cow_dataset/GS_1098_4.jpg,3.5
./cow_dataset/GS_1182_7.jpg,3.5
./cow_dataset/L-i1923.jpg,3.5
./cow_dataset/GS_886_8.jpg,3.5
./cow_dataset/GS_1149_1.jpg,3.5
./cow_dataset/R-i1927.jpg,3.5
./cow_dataset/YM_48_5.jpg,3.5
./cow_dataset/GS_1962_5.jpg,3.5
./cow_dataset/GS_3085_9.jpg,3.5
./cow_dataset/GS_955_11.jpg,3.5
./cow_dataset/GS_3140_19.jpg,3.5
./cow_dataset/YM_1195_5.jpg,3.5
./cow_dataset/R-i526.jpg,3.5
./cow_dataset/YM_711_17.jpg,3.5
./cow_dataset/YM_279_5.jpg,3.5
./cow_dataset/R-i1321.jpg,3.5
./cow_dataset/GS_2753_1.jpg,3.5
./cow_dataset/GS_1942_4.jpg,3.5
./cow_dataset/GS_3115_10.jpg,3.5
./cow_dataset/YM_687_2.jpg,3.5
./cow_dataset/L-i1759.jpg,3.5
./cow_dataset/GS_1887_5.jpg,3.5
./cow_dataset/YM_2017_8.jpg,3.5
./cow_dataset/GS_2521_1.jpg,3.5
./cow_dataset/YM_1008_2.jpg,3.5
./cow_dataset/GS_848_7.jpg,3.5
./cow_dataset/GS_2075_6.jpg,3.5
./cow_dataset/R-i1885.jpg,3.5
./cow_dataset/GS_950_9.jpg,3.5
./cow_dataset/YM_1415_2.jpg,3.5
./cow_dataset/GS_848_6.jpg,3.5
./cow_dataset/YM_1892_4.jpg,3.5
./cow_dataset/GS_955_8.jpg,3.5
./cow_dataset/YM_501_7.jpg,3.5
./cow_dataset/L-i6065.jpg,3.5
./cow_dataset/GS_1247_6.jpg,3.5
./cow_dataset/L-i4294.jpg,3.5
./cow_dataset/R-i6055.jpg,3.5
./cow_dataset/GS_2725_4.jpg,3.5
./cow_dataset/YM_1332_1.jpg,3.5
./cow_dataset/GS_658_7.jpg,3.5
./cow_dataset/GS_676_5.jpg,3.5
./cow_dataset/GS_248_4.jpg,3.5
./cow_dataset/GS_849_4.jpg,3.5
./cow_dataset/YM_972_2.jpg,3.5
./cow_dataset/GS_1032_4.jpg,3.5
./cow_dataset/L-i2741.jpg,3.5
./cow_dataset/R-i1516.jpg,3.5
./cow_dataset/GS_783_6.jpg,3.5
./cow_dataset/GS_1648_4.jpg,3.5
./cow_dataset/YM_404_3.jpg,3.5
./cow_dataset/GS_1128_6.jpg,3.5
./cow_dataset/L-i1760.jpg,3.5
./cow_dataset/R-i2550.jpg,3.5
./cow_dataset/YM_132_6.jpg,3.5
./cow_dataset/GS_2784_7.jpg,3.5
./cow_dataset/L-i3849.jpg,3.5
./cow_dataset/GS_2996_10.jpg,3.5
./cow_dataset/GS_1245_6.jpg,3.5
./cow_dataset/GS_2534_8.jpg,3.5
./cow_dataset/L-i1925.jpg,3.5
./cow_dataset/R-i3174.jpg,3.5
./cow_dataset/R-i1333.jpg,3.5
./cow_dataset/R-i786.jpg,3.5
./cow_dataset/GS_1149_7.jpg,3.5
./cow_dataset/YM_650_5.jpg,3.5
./cow_dataset/YM_1184_4.jpg,3.5
./cow_dataset/YM_634_9.jpg,3.5
./cow_dataset/L-i5061.jpg,3.5
./cow_dataset/GS_1715_3.jpg,3.5
./cow_dataset/GS_2328_7.jpg,3.5
./cow_dataset/GS_715_3.jpg,3.5
./cow_dataset/R-i5056.jpg,3.5
./cow_dataset/YM_2055_7.jpg,3.5
./cow_dataset/GS_2381_6.jpg,3.5
./cow_dataset/GS_1852_9.jpg,3.5
./cow_dataset/L-i518.jpg,3.5
./cow_dataset/GS_1718_4.jpg,3.5
./cow_dataset/GS_2875_3.jpg,3.5
./cow_dataset/GS_1427_5.jpg,3.5
./cow_dataset/GS_2575_5.jpg,3.5
./cow_dataset/GS_2811_2.jpg,3.5
./cow_dataset/YM_340_1.jpg,3.5
./cow_dataset/GS_559_5.jpg,3.5
./cow_dataset/GS_217_4.jpg,3.5
./cow_dataset/L-i1740.jpg,3.5
./cow_dataset/GS_772_5.jpg,3.5
./cow_dataset/L-i718.jpg,3.5
./cow_dataset/YM_995_6.jpg,3.5
./cow_dataset/GS_1035_7.jpg,3.5
./cow_dataset/L-i2494.jpg,3.5
./cow_dataset/YM_1878_1.jpg,3.5
./cow_dataset/YM_243_1.jpg,3.5
./cow_dataset/GS_2190_6.jpg,3.5
./cow_dataset/GS_3079_10.jpg,3.5
./cow_dataset/GS_944_8.jpg,3.5
./cow_dataset/GS_1887_8.jpg,3.5
./cow_dataset/GS_1392_2.jpg,3.5
./cow_dataset/YM_1745_4.jpg,3.5
./cow_dataset/L-i5591.jpg,3.5
./cow_dataset/GS_940_6.jpg,3.5
./cow_dataset/GS_372_11.jpg,3.5
./cow_dataset/GS_1738_4.jpg,3.5
./cow_dataset/R-i10328.jpg,3.5
./cow_dataset/YM_789_2.jpg,3.5
./cow_dataset/YM_1457_7.jpg,3.5
./cow_dataset/L-i7081.jpg,3.5
./cow_dataset/GS_721_3.jpg,3.5
./cow_dataset/GS_1347_8.jpg,3.5
./cow_dataset/GS_140_11.jpg,3.5
./cow_dataset/GS_2165_7.jpg,3.5
./cow_dataset/L-i3179.jpg,3.5
./cow_dataset/GS_541_4.jpg,3.5
./cow_dataset/R-i1701.jpg,3.5
./cow_dataset/GS_1306_15.jpg,3.5
./cow_dataset/R-i8430.jpg,3.5
./cow_dataset/YM_1867_4.jpg,3.5
./cow_dataset/GS_2801_1.jpg,3.5
./cow_dataset/GS_2891_12.jpg,3.5
./cow_dataset/GS_1379_4.jpg,3.5
./cow_dataset/GS_1225_10.jpg,3.5
./cow_dataset/GS_2312_3.jpg,3.5
./cow_dataset/YM_1675_5.jpg,3.5
./cow_dataset/GS_1017_4.jpg,3.5
./cow_dataset/YM_1908_7.jpg,3.5
./cow_dataset/GS_2972_10.jpg,3.5
./cow_dataset/YM_1242_2.jpg,3.5
./cow_dataset/GS_721_2.jpg,3.5
./cow_dataset/YM_1999_1.jpg,3.5
./cow_dataset/YM_1997_4.jpg,3.5
./cow_dataset/R-i1878.jpg,3.5
./cow_dataset/GS_1940_7.jpg,3.5
./cow_dataset/GS_872_1.jpg,3.5
./cow_dataset/GS_1098_1.jpg,3.5
./cow_dataset/YM_1450_6.jpg,3.5
./cow_dataset/YM_1163_5.jpg,3.5
./cow_dataset/YM_830_3.jpg,3.5
./cow_dataset/YM_1062_4.jpg,3.5
./cow_dataset/GS_1100_6.jpg,3.5
./cow_dataset/L-i3145.jpg,3.5
./cow_dataset/L-i807.jpg,3.5
./cow_dataset/YM_2033_7.jpg,3.5
./cow_dataset/GS_860_2.jpg,3.5
./cow_dataset/R-i4118.jpg,3.5
./cow_dataset/YM_2014_2.jpg,3.5
./cow_dataset/L-i4337.jpg,3.5
./cow_dataset/GS_363_2.jpg,3.5
./cow_dataset/GS_1895_2.jpg,3.5
./cow_dataset/L-i1684.jpg,3.5
./cow_dataset/YM_165_5.jpg,3.5
./cow_dataset/YM_1310_2.jpg,3.5
./cow_dataset/GS_971_4.jpg,3.5
./cow_dataset/GS_2891_4.jpg,3.5
./cow_dataset/GS_1720_3.jpg,3.5
./cow_dataset/GS_933_4.jpg,3.5
./cow_dataset/R-i10569.jpg,3.5
./cow_dataset/GS_156_2.jpg,3.5
./cow_dataset/L-i6761.jpg,3.5
./cow_dataset/L-i2416.jpg,3.5
./cow_dataset/GS_677_5.jpg,3.5
./cow_dataset/R-i2712.jpg,3.5
./cow_dataset/L-i5602.jpg,3.5
./cow_dataset/GS_3301_3.jpg,3.5
./cow_dataset/GS_1975_2.jpg,3.5
./cow_dataset/R-i3385.jpg,3.5
./cow_dataset/YM_1_6.jpg,3.5
./cow_dataset/GS_363_10.jpg,3.5
./cow_dataset/YM_578_6.jpg,3.5
./cow_dataset/GS_1130_3.jpg,3.5
./cow_dataset/R-i1662.jpg,3.5
./cow_dataset/GS_1837_6.jpg,3.5
./cow_dataset/GS_445_16.jpg,3.5
./cow_dataset/GS_1203_1.jpg,3.5
./cow_dataset/GS_2550_10.jpg,3.5
./cow_dataset/GS_441_12.jpg,3.5
./cow_dataset/GS_689_5.jpg,3.5
./cow_dataset/R-i5564.jpg,3.5
./cow_dataset/GS_428_4.jpg,3.5
./cow_dataset/L-i10812.jpg,3.5
./cow_dataset/GS_626_1.jpg,3.5
./cow_dataset/YM_2014_5.jpg,3.5
./cow_dataset/GS_2184_7.jpg,3.5
./cow_dataset/GS_2366_4.jpg,3.5
./cow_dataset/GS_1797_4.jpg,3.75
./cow_dataset/GS_633_10.jpg,3.75
./cow_dataset/GS_376_2.jpg,3.75
./cow_dataset/L-i9600.jpg,3.75
./cow_dataset/GS_851_8.jpg,3.75
./cow_dataset/YM_498_3.jpg,3.75
./cow_dataset/GS_391_5.jpg,3.75
./cow_dataset/GS_1450_6.jpg,3.75
./cow_dataset/L-i2158.jpg,3.75
./cow_dataset/GS_1339_9.jpg,3.75
./cow_dataset/GS_1755_6.jpg,3.75
./cow_dataset/YM_1633_5.jpg,3.75
./cow_dataset/YM_379_5.jpg,3.75
./cow_dataset/GS_113_5.jpg,3.75
./cow_dataset/GS_348_9.jpg,3.75
./cow_dataset/L-i1808.jpg,3.75
./cow_dataset/GS_615_1.jpg,3.75
./cow_dataset/YM_1351_1.jpg,3.75
./cow_dataset/YM_235_1.jpg,3.75
./cow_dataset/GS_1530_1.jpg,3.75
./cow_dataset/R-i4023.jpg,3.75
./cow_dataset/GS_2726_2.jpg,3.75
./cow_dataset/YM_1503_4.jpg,3.75
./cow_dataset/R-i5698.jpg,3.75
./cow_dataset/L-i3074.jpg,3.75
./cow_dataset/GS_1796_4.jpg,3.75
./cow_dataset/YM_1190_10.jpg,3.75
./cow_dataset/GS_3343_6.jpg,3.75
./cow_dataset/GS_2597_1.jpg,3.75
./cow_dataset/YM_374_4.jpg,3.75
./cow_dataset/R-i4021.jpg,3.75
./cow_dataset/YM_1238_8.jpg,3.75
./cow_dataset/YM_1893_7.jpg,3.75
./cow_dataset/GS_1082_4.jpg,3.75
./cow_dataset/YM_967_2.jpg,3.75
./cow_dataset/GS_3168_2.jpg,3.75
./cow_dataset/GS_3039_13.jpg,3.75
./cow_dataset/YM_524_1.jpg,3.75
./cow_dataset/GS_410_3.jpg,3.75
./cow_dataset/L-i6830.jpg,3.75
./cow_dataset/GS_239_6.jpg,3.75
./cow_dataset/YM_1051_8.jpg,3.75
./cow_dataset/YM_1055_2.jpg,3.75
./cow_dataset/GS_1522_1.jpg,3.75
./cow_dataset/GS_2487_2.jpg,3.75
./cow_dataset/YM_1119_7.jpg,3.75
./cow_dataset/GS_546_4.jpg,3.75
./cow_dataset/GS_172_4.jpg,3.75
./cow_dataset/YM_676_10.jpg,3.75
./cow_dataset/YM_1618_1.jpg,3.75
./cow_dataset/L-i3287.jpg,3.75
./cow_dataset/GS_1021_3.jpg,3.75
./cow_dataset/L-i6734.jpg,3.75
./cow_dataset/YM_1564_7.jpg,3.75
./cow_dataset/YM_2022_9.jpg,3.75
./cow_dataset/GS_725_6.jpg,3.75
./cow_dataset/YM_1433_1.jpg,3.75
./cow_dataset/GS_2588_3.jpg,3.75
./cow_dataset/YM_643_6.jpg,3.75
./cow_dataset/GS_802_6.jpg,3.75
./cow_dataset/GS_132_16.jpg,3.75
./cow_dataset/YM_1939_2.jpg,3.75
./cow_dataset/GS_1513_3.jpg,3.75
./cow_dataset/GS_430_3.jpg,3.75
./cow_dataset/YM_673_2.jpg,3.75
./cow_dataset/GS_1436_1.jpg,3.75
./cow_dataset/GS_1691_6.jpg,3.75
./cow_dataset/L-i7973.jpg,3.75
./cow_dataset/R-i9958.jpg,3.75
./cow_dataset/L-i8503.jpg,3.75
./cow_dataset/YM_1423_2.jpg,3.75
./cow_dataset/YM_1756_9.jpg,3.75
./cow_dataset/L-i6858.jpg,3.75
./cow_dataset/R-i10450.jpg,3.75
./cow_dataset/YM_631_3.jpg,3.75
./cow_dataset/GS_321_25.jpg,3.75
./cow_dataset/GS_3245_3.jpg,3.75
./cow_dataset/YM_1653_5.jpg,3.75
./cow_dataset/YM_880_5.jpg,3.75
./cow_dataset/GS_1658_6.jpg,3.75
./cow_dataset/GS_483_1.jpg,3.75
./cow_dataset/GS_171_5.jpg,3.75
./cow_dataset/GS_869_3.jpg,3.75
./cow_dataset/GS_410_7.jpg,3.75
./cow_dataset/GS_142_8.jpg,3.75
./cow_dataset/YM_646_3.jpg,3.75
./cow_dataset/R-i9570.jpg,3.75
./cow_dataset/YM_220_3.jpg,3.75
./cow_dataset/R-i3615.jpg,3.75
./cow_dataset/GS_1756_9.jpg,3.75
./cow_dataset/GS_2061_8.jpg,3.75
./cow_dataset/YM_1848_6.jpg,3.75
./cow_dataset/L-i5211.jpg,3.75
./cow_dataset/L-i9720.jpg,3.75
./cow_dataset/GS_206_4.jpg,3.75
./cow_dataset/YM_1225_4.jpg,3.75
./cow_dataset/YM_881_5.jpg,3.75
./cow_dataset/GS_175_1.jpg,3.75
./cow_dataset/GS_376_13.jpg,3.75
./cow_dataset/GS_333_4.jpg,3.75
./cow_dataset/YM_1863_7.jpg,3.75
./cow_dataset/GS_1805_2.jpg,3.75
./cow_dataset/R-i8628.jpg,3.75
./cow_dataset/YM_1590_3.jpg,3.75
./cow_dataset/YM_1365_1.jpg,3.75
./cow_dataset/GS_2077_3.jpg,3.75
./cow_dataset/YM_393_1.jpg,3.75
./cow_dataset/GS_800_1.jpg,3.75
./cow_dataset/GS_2201_9.jpg,3.75
./cow_dataset/GS_183_6.jpg,3.75
./cow_dataset/YM_1113_1.jpg,3.75
./cow_dataset/GS_2548_2.jpg,3.75
./cow_dataset/GS_158_4.jpg,3.75
./cow_dataset/GS_789_4.jpg,3.75
./cow_dataset/GS_376_8.jpg,3.75
./cow_dataset/YM_1324_4.jpg,3.75
./cow_dataset/GS_869_5.jpg,3.75
./cow_dataset/YM_1169_2.jpg,3.75
./cow_dataset/GS_517_9.jpg,3.75
./cow_dataset/GS_818_4.jpg,3.75
./cow_dataset/YM_638_8.jpg,3.75
./cow_dataset/GS_210_7.jpg,3.75
./cow_dataset/YM_568_3.jpg,3.75
./cow_dataset/GS_284_9.jpg,3.75
./cow_dataset/R-i8724.jpg,3.75
./cow_dataset/GS_3194_2.jpg,3.75
./cow_dataset/YM_706_1.jpg,3.75
./cow_dataset/R-i4365.jpg,3.75
./cow_dataset/GS_2151_2.jpg,3.75
./cow_dataset/GS_2871_25.jpg,3.75
./cow_dataset/YM_49_5.jpg,3.75
./cow_dataset/R-i8503.jpg,3.75
./cow_dataset/R-i9183.jpg,3.75
./cow_dataset/GS_1516_3.jpg,3.75
./cow_dataset/YM_1631_3.jpg,3.75
./cow_dataset/YM_585_3.jpg,3.75
./cow_dataset/GS_1917_4.jpg,3.75
