id,path,species,hint
18,datasets/dog_dataset/underweight_dogs/1a77b9cf8f2014a7bd34cf58be2e3fb2.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
19,datasets/dog_dataset/underweight_dogs/20231d10c0b1390177c2adaf9e7f3010.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
20,datasets/dog_dataset/underweight_dogs/222f680e2d83037689bf08d8ccd29538.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
21,datasets/dog_dataset/underweight_dogs/25d3f42d7165f81a4f97e4a71ffe574c.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
22,datasets/dog_dataset/underweight_dogs/280b4acb90b6a0b40c977064753c9ac0.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
23,datasets/dog_dataset/underweight_dogs/29cf1d631abf7283cff40016b47c367a.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
24,datasets/dog_dataset/underweight_dogs/29f0f8459ab5623dd20852610a11b64e.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
25,datasets/dog_dataset/underweight_dogs/2a093f332b2db0c7a8d9630fc305ad94.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
26,datasets/dog_dataset/underweight_dogs/2a3a5a91238f98eb4e345e94d3a73824.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
27,datasets/dog_dataset/underweight_dogs/2aaf1fafb5c675f36e2e0205006cfb2b.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
28,datasets/dog_dataset/underweight_dogs/2b5199ffdea30a1c3a87d16d2de09d85.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
29,datasets/dog_dataset/underweight_dogs/2e4ea820abcdd0e2ef998cf4984638f2.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
30,datasets/dog_dataset/underweight_dogs/2f9f5c6596596c637520783b7277ee66.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
31,datasets/dog_dataset/underweight_dogs/3051647b614f3a532e19ad0c26db4317.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
32,datasets/dog_dataset/underweight_dogs/3199f817b57c4aae81cef855225f876e.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
33,datasets/dog_dataset/underweight_dogs/357d219e67d8609882edffcf06a76e1c.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
34,datasets/dog_dataset/underweight_dogs/364490ac7c1c8a25f812a36606f608fb.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
35,datasets/dog_dataset/underweight_dogs/372042d66ab3f192eadf319ea3b9aa82.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
36,datasets/dog_dataset/underweight_dogs/38e8221e6ab86d0703d6f3072fa8fd62.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
37,datasets/dog_dataset/underweight_dogs/3922038144243b665c26f4bae5aa2c2c.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
38,datasets/dog_dataset/underweight_dogs/3958f3d49bde36e35841d66096cb2b6f.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
39,datasets/dog_dataset/underweight_dogs/396609d77071222a3c6cdd0620829c9f.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
40,datasets/dog_dataset/underweight_dogs/3a2882d6ab250a415a169b24aa2b5009.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
41,datasets/dog_dataset/underweight_dogs/3cd5f5dbf7a0cce4fe866d143d496a88.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
42,datasets/dog_dataset/underweight_dogs/3e1adcad5f090135a8888b153ea86f28.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
43,datasets/dog_dataset/underweight_dogs/3e6de48e7ebb7436368cc3d035c5ec01.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
44,datasets/dog_dataset/underweight_dogs/401cfa415bc9d85ebb7a4f3b8f709838.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
45,datasets/dog_dataset/underweight_dogs/43a24c092b07a7dd0f4a89cae9173831.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
46,datasets/dog_dataset/underweight_dogs/448e9374f10c6cfa9e021f4ead3f8aeb.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
47,datasets/dog_dataset/underweight_dogs/44e7a4e5899c2e2a491891bba00aeff7.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
48,datasets/dog_dataset/underweight_dogs/472c560daac917263f5d09a44dd1fe91.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
49,datasets/dog_dataset/underweight_dogs/480e71338f6c6bb219a71d24327c1be2.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
50,datasets/dog_dataset/underweight_dogs/49339af6ee41096aa54a282ddee456e8.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
51,datasets/dog_dataset/underweight_dogs/4974f4b85a6b700aa9ec3d825da744ba.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
52,datasets/dog_dataset/underweight_dogs/4d082687b59027d6eb03adf889bdb0f7.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
53,datasets/dog_dataset/underweight_dogs/4fee972abfb3a1e9d0fe59832564fe64.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
54,datasets/dog_dataset/underweight_dogs/51ac9b1d6bed8e164d220ad74660e041.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
55,datasets/dog_dataset/underweight_dogs/54e1248bf0089545fdd46e4c405fe3d2.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
56,datasets/dog_dataset/underweight_dogs/57d2da949f9ea257425ff2d7abb2a6bd.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
57,datasets/dog_dataset/underweight_dogs/592cb3a675f4b42591a62d6634770b4d.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
58,datasets/dog_dataset/underweight_dogs/594079be8eb4c86e25872efb15ad9612.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
59,datasets/dog_dataset/underweight_dogs/599e0b50add9f4a77d46f38aa01e986e.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
60,datasets/dog_dataset/underweight_dogs/5add8414cea658bb2c0619e5205cb38e.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
61,datasets/dog_dataset/underweight_dogs/5cade8ecae549b0d9782e70e4db62d6c.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
62,datasets/dog_dataset/underweight_dogs/5e45fcace91a90f6df8f091ea0a32657.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
63,datasets/dog_dataset/underweight_dogs/5fb24e6c741c281add139b0b9fb86fd5.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
64,datasets/dog_dataset/underweight_dogs/609a7e05e699807b78a934bdfecefbba.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
65,datasets/dog_dataset/underweight_dogs/68b5945d082a8275aedd850a17876311.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
66,datasets/dog_dataset/underweight_dogs/6c8a6c8a05bcca8b8b65e85009239e09.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
67,datasets/dog_dataset/underweight_dogs/6d1d147386b07be3fcfda9fe07dbd229.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
68,datasets/dog_dataset/underweight_dogs/6d24ec68a8d8fabf8921bfe04c58df13.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
69,datasets/dog_dataset/underweight_dogs/6e08e2cdcb9803bdc2093394372e6bb1.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
70,datasets/dog_dataset/underweight_dogs/6efd397350a6b4870b0507bee3344a3b.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
71,datasets/dog_dataset/underweight_dogs/7089099206c82ebe6c9fd9f65eab5e05.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
72,datasets/dog_dataset/underweight_dogs/76791c80ba341c487bff06a86de21bc2.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
73,datasets/dog_dataset/underweight_dogs/7825cb618eb5a65e50aaf4ef484f030a.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
74,datasets/dog_dataset/underweight_dogs/7897cf686d3ee8c9cef8ff7c0dc563e1.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
75,datasets/dog_dataset/underweight_dogs/78d1894122efbe607b704b9c818b690f.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
76,datasets/dog_dataset/underweight_dogs/792f20b972595d5f06e6fbbc47481247.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
77,datasets/dog_dataset/underweight_dogs/79bd890c24df53aaa215d625911d6551.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
78,datasets/dog_dataset/underweight_dogs/7aaf5dfb7a3ea740e26ffc620b9728c2.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
79,datasets/dog_dataset/underweight_dogs/7b44bff4190119b4ac5bc24099b9c109.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
80,datasets/dog_dataset/underweight_dogs/7c72de749577ba74804a27b5352af369.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
81,datasets/dog_dataset/underweight_dogs/7c96cb1f42a20c3d6937ba19d86b9f21.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
82,datasets/dog_dataset/underweight_dogs/80ed0f6398e9b203f71d1facba6d4b75.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
83,datasets/dog_dataset/underweight_dogs/85372f5da849086e55affca14bd8cf28.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
84,datasets/dog_dataset/underweight_dogs/856e4f536c49547936c00ae3f2e90d18.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
85,datasets/dog_dataset/underweight_dogs/8736b660d0574a2378a5f802e6aeb241.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
86,datasets/dog_dataset/underweight_dogs/8902e71864dc3281c4cb30bb63b5af51.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
87,datasets/dog_dataset/underweight_dogs/90294b1b46d32b54a5638e3d6208d882.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
88,datasets/dog_dataset/underweight_dogs/908044a94f5b1afea52aa4c339b8d1f0.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
89,datasets/dog_dataset/underweight_dogs/9228c860b6a50b2b0fc90a452969cb56.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
90,datasets/dog_dataset/underweight_dogs/95bc70e6045a349b0d055c11c6961b54.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
91,datasets/dog_dataset/underweight_dogs/9b0bd5d1c2a8ac9d8bf3cba6a6a6697a.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
92,datasets/dog_dataset/underweight_dogs/9b670677a87cd66656f3aa0607145c2c.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
93,datasets/dog_dataset/underweight_dogs/9bc922e45c9e9df665245054ac4fdcd2.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
94,datasets/dog_dataset/underweight_dogs/9e8b6fb8c5014d252495b11e1b01caa1.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
95,datasets/dog_dataset/underweight_dogs/a3cd68fc8c949a80d5fb52864470af00.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
96,datasets/dog_dataset/underweight_dogs/a50645dd00aaa6b8dc36b6953c1a4c5a.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
97,datasets/dog_dataset/underweight_dogs/a51ff1325ad1ace3dc021351e19402c0.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
98,datasets/dog_dataset/underweight_dogs/a662bfaa2200dfab82944d4db4f1b831.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
99,datasets/dog_dataset/underweight_dogs/a68acb77359f318e1d3d50deaf6c0eac.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
100,datasets/dog_dataset/underweight_dogs/a862812c26b991f27f620639bfdc3f53.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
101,datasets/dog_dataset/underweight_dogs/a923181bced811edf7342f9041e00516.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
102,datasets/dog_dataset/underweight_dogs/aa2e9529ca39f49172f41feb23be7380.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
103,datasets/dog_dataset/underweight_dogs/acec8c4958ccb78a534e3045dcf5d825.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
104,datasets/dog_dataset/underweight_dogs/adc436652283ad1e1e3b497fe1237998.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
105,datasets/dog_dataset/underweight_dogs/ae171dc21d46deefd84844cddeb34afe.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
106,datasets/dog_dataset/underweight_dogs/b5bd712853fcd23b419a63a0e2d71b1f.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
107,datasets/dog_dataset/underweight_dogs/b5dd59475e76451ab67ca492550d827e.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
108,datasets/dog_dataset/underweight_dogs/b935c1e0e9804be7ead8f9cf144aa0b3.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
109,datasets/dog_dataset/underweight_dogs/ba731575340101a7c291684a8bbeae9f.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
110,datasets/dog_dataset/underweight_dogs/c04badd360f0d87feaf4b5fc8f62011a.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
111,datasets/dog_dataset/underweight_dogs/c241daf4947c69dc9e54c8ce088c0b7e.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
112,datasets/dog_dataset/underweight_dogs/c4ea63e8e8a4e30698c0ec0dc6f41c1b.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
113,datasets/dog_dataset/underweight_dogs/c6748d5b7831eebf6127f32a199024a0.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
114,datasets/dog_dataset/underweight_dogs/c8673060d5fbf7799475ca9681ccad06.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
115,datasets/dog_dataset/underweight_dogs/cb0e6382d1ad5e1146d80e47fd617a85.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
116,datasets/dog_dataset/underweight_dogs/cd004b88891b70cf6906a1f5ad9d387f.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
117,datasets/dog_dataset/underweight_dogs/ced79f5ed9d17448ea563dc9a7dc53f9.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
118,datasets/dog_dataset/underweight_dogs/cf130d3a835a7838f31aa808b9f2c628.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
119,datasets/dog_dataset/underweight_dogs/cfff3fc9dc382f752a3c13c47e57c39f.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
120,datasets/dog_dataset/underweight_dogs/d6319039f56d1300467bd27f50581ffd.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
121,datasets/dog_dataset/underweight_dogs/d7f1aed8200bf4b6b0eeb555bedc77e0.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
122,datasets/dog_dataset/underweight_dogs/d8d7ead0d5596e9c510bff4134aaaff9.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
123,datasets/dog_dataset/underweight_dogs/d97dc8fa67355b896b79b5167b712c54.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
124,datasets/dog_dataset/underweight_dogs/da2aebab724310c84cc7bd6a88ea8182.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
125,datasets/dog_dataset/underweight_dogs/e5a9f387df8ae1226899388c5f20cf80.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
126,datasets/dog_dataset/underweight_dogs/e60eb98838b58ba1c9ddf4738febafd1.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
127,datasets/dog_dataset/underweight_dogs/e61cef70973d2a17f112f0a3c2c0ae82.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
128,datasets/dog_dataset/underweight_dogs/e65ffd80160ac62404201ec90d901f72.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
129,datasets/dog_dataset/underweight_dogs/e9a1cb086f6659c108958ac9127c4306.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
130,datasets/dog_dataset/underweight_dogs/f142e8293c150d8a304005d34b63546d.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
131,datasets/dog_dataset/underweight_dogs/f29f8f5c963d410cfac1336dc454c849.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
132,datasets/dog_dataset/underweight_dogs/f41e2d49539607708ecc06402b3b530e.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
133,datasets/dog_dataset/underweight_dogs/f449cc6d3a9c4a1f026a83f06e7d0c6f.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
134,datasets/dog_dataset/underweight_dogs/f550f3569f8d86aa3df3b1b3313e801a.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
135,datasets/dog_dataset/underweight_dogs/f59a15a42dfe69bfb463ad45506a596b.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
136,datasets/dog_dataset/underweight_dogs/fed0b33590976a95afeb0da9af490a30.jpg,dog,This dog is classified as underweight (BCS likely 1-4).
137,datasets/dog_dataset/normal_dogs/american_bulldog_109.jpg,dog,This dog is classified as normal weight (BCS likely 5).
138,datasets/dog_dataset/normal_dogs/american_bulldog_164.jpg,dog,This dog is classified as normal weight (BCS likely 5).
139,datasets/dog_dataset/normal_dogs/american_bulldog_33.jpg,dog,This dog is classified as normal weight (BCS likely 5).
140,datasets/dog_dataset/normal_dogs/american_bulldog_38.jpg,dog,This dog is classified as normal weight (BCS likely 5).
141,datasets/dog_dataset/normal_dogs/american_bulldog_5.jpg,dog,This dog is classified as normal weight (BCS likely 5).
142,datasets/dog_dataset/normal_dogs/american_bulldog_82.jpg,dog,This dog is classified as normal weight (BCS likely 5).
143,datasets/dog_dataset/normal_dogs/american_pit_bull_terrier_125.jpg,dog,This dog is classified as normal weight (BCS likely 5).
144,datasets/dog_dataset/normal_dogs/american_pit_bull_terrier_142.jpg,dog,This dog is classified as normal weight (BCS likely 5).
145,datasets/dog_dataset/normal_dogs/american_pit_bull_terrier_15.jpg,dog,This dog is classified as normal weight (BCS likely 5).
146,datasets/dog_dataset/normal_dogs/american_pit_bull_terrier_161.jpg,dog,This dog is classified as normal weight (BCS likely 5).
147,datasets/dog_dataset/normal_dogs/basset_hound_75.jpg,dog,This dog is classified as normal weight (BCS likely 5).
148,datasets/dog_dataset/normal_dogs/basset_hound_84.jpg,dog,This dog is classified as normal weight (BCS likely 5).
149,datasets/dog_dataset/normal_dogs/basset_hound_9.jpg,dog,This dog is classified as normal weight (BCS likely 5).
150,datasets/dog_dataset/normal_dogs/beagle_122.jpg,dog,This dog is classified as normal weight (BCS likely 5).
151,datasets/dog_dataset/normal_dogs/beagle_64.jpg,dog,This dog is classified as normal weight (BCS likely 5).
152,datasets/dog_dataset/normal_dogs/beagle_95.jpg,dog,This dog is classified as normal weight (BCS likely 5).
153,datasets/dog_dataset/normal_dogs/boxer_118.jpg,dog,This dog is classified as normal weight (BCS likely 5).
154,datasets/dog_dataset/normal_dogs/boxer_160.jpg,dog,This dog is classified as normal weight (BCS likely 5).
155,datasets/dog_dataset/normal_dogs/boxer_166.jpg,dog,This dog is classified as normal weight (BCS likely 5).
156,datasets/dog_dataset/normal_dogs/boxer_41.jpg,dog,This dog is classified as normal weight (BCS likely 5).
157,datasets/dog_dataset/normal_dogs/chihuahua_12.jpg,dog,This dog is classified as normal weight (BCS likely 5).
158,datasets/dog_dataset/normal_dogs/chihuahua_132.jpg,dog,This dog is classified as normal weight (BCS likely 5).
159,datasets/dog_dataset/normal_dogs/chihuahua_142.jpg,dog,This dog is classified as normal weight (BCS likely 5).
160,datasets/dog_dataset/normal_dogs/chihuahua_147.jpg,dog,This dog is classified as normal weight (BCS likely 5).
161,datasets/dog_dataset/normal_dogs/chihuahua_150.jpg,dog,This dog is classified as normal weight (BCS likely 5).
162,datasets/dog_dataset/normal_dogs/chihuahua_152.jpg,dog,This dog is classified as normal weight (BCS likely 5).
163,datasets/dog_dataset/normal_dogs/chihuahua_174.jpg,dog,This dog is classified as normal weight (BCS likely 5).
164,datasets/dog_dataset/normal_dogs/chihuahua_24.jpg,dog,This dog is classified as normal weight (BCS likely 5).
165,datasets/dog_dataset/normal_dogs/english_cocker_spaniel_131.jpg,dog,This dog is classified as normal weight (BCS likely 5).
166,datasets/dog_dataset/normal_dogs/english_setter_146.jpg,dog,This dog is classified as normal weight (BCS likely 5).
167,datasets/dog_dataset/normal_dogs/english_setter_161.jpg,dog,This dog is classified as normal weight (BCS likely 5).
168,datasets/dog_dataset/normal_dogs/english_setter_163.jpg,dog,This dog is classified as normal weight (BCS likely 5).
169,datasets/dog_dataset/normal_dogs/german_shorthaired_125.jpg,dog,This dog is classified as normal weight (BCS likely 5).
170,datasets/dog_dataset/normal_dogs/german_shorthaired_127.jpg,dog,This dog is classified as normal weight (BCS likely 5).
171,datasets/dog_dataset/normal_dogs/german_shorthaired_128.jpg,dog,This dog is classified as normal weight (BCS likely 5).
172,datasets/dog_dataset/normal_dogs/german_shorthaired_39.jpg,dog,This dog is classified as normal weight (BCS likely 5).
173,datasets/dog_dataset/normal_dogs/german_shorthaired_98.jpg,dog,This dog is classified as normal weight (BCS likely 5).
174,datasets/dog_dataset/normal_dogs/great_pyrenees_123.jpg,dog,This dog is classified as normal weight (BCS likely 5).
175,datasets/dog_dataset/normal_dogs/great_pyrenees_125.jpg,dog,This dog is classified as normal weight (BCS likely 5).
176,datasets/dog_dataset/normal_dogs/great_pyrenees_147.jpg,dog,This dog is classified as normal weight (BCS likely 5).
177,datasets/dog_dataset/normal_dogs/great_pyrenees_160.jpg,dog,This dog is classified as normal weight (BCS likely 5).
178,datasets/dog_dataset/normal_dogs/great_pyrenees_168.jpg,dog,This dog is classified as normal weight (BCS likely 5).
179,datasets/dog_dataset/normal_dogs/great_pyrenees_180.jpg,dog,This dog is classified as normal weight (BCS likely 5).
180,datasets/dog_dataset/normal_dogs/great_pyrenees_81.jpg,dog,This dog is classified as normal weight (BCS likely 5).
181,datasets/dog_dataset/normal_dogs/great_pyrenees_89.jpg,dog,This dog is classified as normal weight (BCS likely 5).
182,datasets/dog_dataset/normal_dogs/havanese_19.jpg,dog,This dog is classified as normal weight (BCS likely 5).
183,datasets/dog_dataset/normal_dogs/havanese_32.jpg,dog,This dog is classified as normal weight (BCS likely 5).
184,datasets/dog_dataset/normal_dogs/havanese_4.jpg,dog,This dog is classified as normal weight (BCS likely 5).
185,datasets/dog_dataset/normal_dogs/havanese_47.jpg,dog,This dog is classified as normal weight (BCS likely 5).
186,datasets/dog_dataset/normal_dogs/havanese_87.jpg,dog,This dog is classified as normal weight (BCS likely 5).
187,datasets/dog_dataset/normal_dogs/japanese_chin_106.jpg,dog,This dog is classified as normal weight (BCS likely 5).
188,datasets/dog_dataset/normal_dogs/japanese_chin_125.jpg,dog,This dog is classified as normal weight (BCS likely 5).
189,datasets/dog_dataset/normal_dogs/japanese_chin_41.jpg,dog,This dog is classified as normal weight (BCS likely 5).
190,datasets/dog_dataset/normal_dogs/japanese_chin_43.jpg,dog,This dog is classified as normal weight (BCS likely 5).
191,datasets/dog_dataset/normal_dogs/japanese_chin_69.jpg,dog,This dog is classified as normal weight (BCS likely 5).
192,datasets/dog_dataset/normal_dogs/japanese_chin_96.jpg,dog,This dog is classified as normal weight (BCS likely 5).
193,datasets/dog_dataset/normal_dogs/leonberger_125.jpg,dog,This dog is classified as normal weight (BCS likely 5).
194,datasets/dog_dataset/normal_dogs/leonberger_130.jpg,dog,This dog is classified as normal weight (BCS likely 5).
195,datasets/dog_dataset/normal_dogs/leonberger_64.jpg,dog,This dog is classified as normal weight (BCS likely 5).
196,datasets/dog_dataset/normal_dogs/leonberger_81.jpg,dog,This dog is classified as normal weight (BCS likely 5).
197,datasets/dog_dataset/normal_dogs/miniature_pinscher_100.jpg,dog,This dog is classified as normal weight (BCS likely 5).
198,datasets/dog_dataset/normal_dogs/miniature_pinscher_18.jpg,dog,This dog is classified as normal weight (BCS likely 5).
199,datasets/dog_dataset/normal_dogs/miniature_pinscher_37.jpg,dog,This dog is classified as normal weight (BCS likely 5).
200,datasets/dog_dataset/normal_dogs/miniature_pinscher_4.jpg,dog,This dog is classified as normal weight (BCS likely 5).
201,datasets/dog_dataset/normal_dogs/newfoundland_161.jpg,dog,This dog is classified as normal weight (BCS likely 5).
202,datasets/dog_dataset/normal_dogs/newfoundland_94.jpg,dog,This dog is classified as normal weight (BCS likely 5).
203,datasets/dog_dataset/normal_dogs/pomeranian_30.jpg,dog,This dog is classified as normal weight (BCS likely 5).
204,datasets/dog_dataset/normal_dogs/pug_106.jpg,dog,This dog is classified as normal weight (BCS likely 5).
205,datasets/dog_dataset/normal_dogs/pug_123.jpg,dog,This dog is classified as normal weight (BCS likely 5).
206,datasets/dog_dataset/normal_dogs/pug_133.jpg,dog,This dog is classified as normal weight (BCS likely 5).
207,datasets/dog_dataset/normal_dogs/pug_142.jpg,dog,This dog is classified as normal weight (BCS likely 5).
208,datasets/dog_dataset/normal_dogs/pug_160.jpg,dog,This dog is classified as normal weight (BCS likely 5).
209,datasets/dog_dataset/normal_dogs/pug_194.jpg,dog,This dog is classified as normal weight (BCS likely 5).
